name,facility_type,amenity,speciality,operator,operator_type,beds,emergency,address,operational_status,longitude,latitude,osm_id,source
Dr. B. Santosh Malhi,clinic,clinic,,,,,,,,69.110323,25.154199,5481213813,
Yahya Welfare Complex,hospital,hospital,,,,,,,,,,27129509,
Behtar Zindagi Center Korangi,hospital,hospital,,,,,,,,67.171793,24.831487,5135061566,
Shaukat Khanum Laboratory Collection,laboratory,,,,,,,,,,,701822138,
Kkf  Medical Store,hospital,hospital,,,,,,,,67.080212,24.93391,4739833641,
Chtia Baby Care Clinic,hospital,hospital,,,,,,,,68.660106,25.762956,4883331108,
Ammar Medical Complex,hospital,hospital,,,,,,,,74.343032,31.535033,5253925862,
Punjab Pharmacy,pharmacy,pharmacy,,,,,,,,,,445193077,
WAPDA Hospital,hospital,hospital,,,,,,,,,,287298961,
Liaquat National Hospital,hospital,hospital,,,,,,,,67.030841,24.913909,5079542899,
Hafeez Clinic & Dental Surgery,clinic,clinic,,,,,,,,67.095762,24.919872,5130955228,
Aziza Hussaini Hospital,hospital,hospital,,,,,,,,67.071893,24.940888,5130682849,
SIUT Drig Road Dialysis Unit,hospital,hospital,,,,,,,,,,687681647,
Hassan Medical Center,clinic,clinic,,,,,,,,,,164287501,
سرکاری ہسپتال,hospital,hospital,,,,,,,,73.159985,32.30993,5506465266,
Mujahid Pharmacy,pharmacy,pharmacy,,,,,,,,73.134401,31.441081,5287521840,
Ali Hospital,hospital,hospital,,,,,,,,74.381112,31.571742,5259747064,
Aziz Fatima Hospital,hospital,hospital,,,,,,,,73.099083,31.443212,5263913084,
Rida Medical Center,hospital,hospital,,,,,,,,67.072268,24.909558,5300544464,
Mother Care Hospital,hospital,hospital,,,,,,,,73.098999,31.444592,5263913727,
Jazzam Ghar,hospital,hospital,,,,,,,,72.946428,31.370997,5254213589,
Creek General Hospital,hospital,hospital,,,,,,,,67.130526,24.814754,5144939653,
Akram Hospital,hospital,hospital,,,,,,,,66.999422,30.183683,6124652295,
Dr. Ahmad Dental Clinic,clinic,,,,,,,,,,,687763116,
Shoaib Medical Store,pharmacy,pharmacy,,,,,,,,67.209789,24.89965,4767455705,
Punjab Pharmacy,pharmacy,pharmacy,,,,,,,,73.983237,31.711938,4910707089,
Family Health Centre,doctors,doctors,,,,,,,,73.383143,36.30584,4012410028,
Tehsil Headquarters Hospital,hospital,hospital,,,,,,,,71.184444,33.269189,6742078788,
Piyal Clinic,hospital,hospital,,,,,,,,73.094163,33.406509,2382456547,
Well Med Hospital,hospital,hospital,,Dr. Shoaib Hameed,,,yes,,,,,391947342,
Doctors Plaza Diagnostic Centre,hospital,hospital,,,,,,,,73.103956,31.404039,5271956159,
DHQ Emergency Care,hospital,hospital,,,,,,,,71.543796,32.579783,4327680663,
Dua Ultrasound,hospital,hospital,,,,,,,,68.221316,27.560916,4926641602,
Qazafi Ntz medical,hospital,hospital,,,,,,,,64.408199,28.885526,4805047421,
Hafeez Eye Centre,clinic,clinic,,,,,,,,74.25348,31.472893,5273680544,
YCDO Hospital,hospital,hospital,,,,,,,,71.495518,30.162064,4936415685,
Medical Center,hospital,hospital,,,,,,,,72.646647,34.071448,2432510053,
Shamsi Hospital,hospital,hospital,,,,,,,,67.171449,24.879551,5133028130,
Faizan Homeo Clinic,clinic,clinic,,,,,,,,67.192029,24.871995,5156794585,
TIP Hospital,hospital,hospital,,,,,,,,72.926667,33.968968,297470231,
Alvi Dental Hospital DHA,clinic,clinic,,,,,,,,67.060602,24.806906,5130498597,
Falcon Complex,hospital,hospital,,,,,,,,73.042719,33.721375,4963837789,
Gulzar Hospital,hospital,hospital,,,,,,,,71.479775,30.231177,1921953326,
Al Faisal Medical Centre,hospital,hospital,,,,,,,,68.846337,27.698969,5253619488,
Bismillah Clinic & Maternity Home,clinic,clinic,,,,,,,,68.535867,25.11729,4883541269,
Pharmacy,pharmacy,pharmacy,,,,,,,,67.030013,30.214984,4346703410,
Family Planning Hospital,hospital,hospital,,,,,,,,73.445661,36.230514,3997211763,
Ummer Hospital,hospital,hospital,,,,,,,,71.44922,30.203068,1921954443,
Madina Medical Center,hospital,hospital,,,,,,,,67.293287,24.837832,4739321179,
PPHI khario fazal,hospital,hospital,,,,,,,,70.634673,25.298743,5419777225,
Dr. Ameen Bhayo,clinic,clinic,,,,,,,,69.372637,25.827093,5481213457,
Muslim Khatri Charitable Hospital,hospital,hospital,,,,,,,,67.083097,24.975965,5158643476,
Pakistan Medical & Dental Council,hospital,hospital,,,,,,,,67.024911,24.857219,5142917278,
Saleem Hospital & Maternity Home,hospital,hospital,,,,,,,,67.067263,24.967846,5329128337,
Mujahid Hospital Medical Complex,hospital,hospital,,,,,,,,73.122134,31.420175,5263913086,
DHQ Hospital Bannu,clinic,clinic,,,,,,,,70.6205,32.97851,4464943200,
Dr. Rafiq Khara,clinic,clinic,,,,,,,,69.110314,25.154022,5481213504,
Gujrat Hospital,hospital,hospital,,,,,,,,74.079547,32.59591,3151339106,
Shakat Khanum Clinic,hospital,hospital,,,,,,,,71.491336,33.99085,1226378424,
GG JAGHRANI MATERNAL & CHILD CARE CENTRE,hospital,hospital,,,,,,,,68.370243,25.40318,5253909134,
Khan medical store,pharmacy,pharmacy,,,,,,,,69.012096,25.531649,5355903376,
Chattha Hospital,hospital,hospital,,,,,,,,74.256251,31.793113,4907134635,
Civil Hospital,hospital,hospital,,,,,,,,67.331251,29.862368,6123937960,
Farooq Medical & Dental Centre Larkana,hospital,hospital,,,,,,,,68.211534,27.555323,4930511007,
,clinic,clinic,,,,,,,,72.363746,34.769292,4447667915,
Al-Mustafa Medical Centre Maternity Home,hospital,hospital,,,,,yes,,,67.154476,24.878456,5156794555,
Rida Medical Center,hospital,hospital,,,,,,,,67.120529,24.909549,4772708950,
Star Charitable Clinic,clinic,clinic,,,,,,,,67.132091,24.859777,4769985101,
Rafaqat Clinic,doctors,doctors,,,,,,,,73.239135,33.366264,2623428760,
Dr. Yousan Paracha,doctors,doctors,,,,,,,,71.560149,34.003399,6360170323,
Ghufran Skin Clinic,clinic,clinic,,,,,,,,73.04345,31.411596,5259798405,
Al Khaleej Clinics,clinic,clinic,,,,,,,,67.063978,24.880732,5130198879,
Al-Shaad medical center,clinic,clinic,,,,,,,,74.403633,31.583385,4438658189,
O.P.D.,hospital,hospital,,,,,yes,,,68.270876,25.434055,1674843648,
"SMBB Trauma Centre, Dr Ruth KM Pfau Civil Hospital",hospital,hospital,,,,,,,,67.011117,24.860273,5128555085,
Al Razi Hospital,hospital,hospital,,,,,,,,67.187352,24.840983,5133370625,
New Gujarkhan Medical Store,pharmacy,pharmacy,,,,,,,,73.176916,33.645478,1669871546,
Family Planning Hospital,hospital,hospital,,,,,,,,73.44573,36.23068,3997211767,
Dr. Bharat Kumar Khatri,clinic,clinic,,,,,,,,69.377396,25.827041,5406053531,
Shaukat Khanum Memorial Hospital Peshawar,clinic,clinic,,,,,,,,71.440532,33.99278,4102556589,
Cardio Hospital,hospital,hospital,,,,,,,,68.533709,25.136885,4883541260,
Dr. Khalid Saleemi,clinic,clinic,,,,,,,,73.483358,31.569387,2920069525,
Faisal Hospital,hospital,hospital,,,,,,,,71.484368,30.17365,1921952871,
Boulevard Hospital,hospital,hospital,,,,,,,,67.06988,24.837097,4774619852,
National Eye Center,doctors,doctors,,,,,,,,74.299744,31.561629,5684856922,
,hospital,hospital,,,,,,,,73.77478,33.984446,2463768911,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871428,
Ghani hospital,hospital,hospital,,,,,,,,74.30216,31.56187,4406321890,
Civil Hospital Kotri,hospital,hospital,,,,,,,,68.307307,25.367334,5219504533,
Sindh Lab,clinic,clinic,,,,,,,,67.144094,24.823451,5130682866,
Bithenia Hospital,hospital,hospital,,,,,,,,,,366244680,
Fomg Hospital,hospital,hospital,,,,,,,,67.115719,24.818923,5132890214,
Ali Surgical Dr Mian Ghulam Abbas,doctors,doctors,,,,,,,,71.212116,30.964421,4327443389,
Wapda Hospital Guddu,hospital,hospital,,Wapda Hospital,,,,,,69.6765,28.433496,3823314814,
Medical Store,pharmacy,pharmacy,,,,,,,,67.112097,24.906375,4772739815,
,hospital,hospital,,,,,,,,73.572914,32.429234,4364239600,
Bilqees Sultan Medical Centre,clinic,clinic,,,,,,,,67.237103,24.835972,5103518890,
Siddique Medical Store,pharmacy,pharmacy,,,,,,,,67.08042,24.838894,5306266439,
Aziz bhati Hospital,hospital,hospital,,,,,yes,,,74.080096,32.598833,2418857836,
Karachi X-ray,clinic,clinic,,,,,,,,67.031022,24.919581,4734023590,
Civil Hospital Qazi Ahmed,hospital,hospital,,,,,,,,68.106154,26.30027,5253616366,
Mansoora Homeopathic Clinic,clinic,clinic,,,,,,,,67.082646,24.938586,5133026918,
Zubaida Bani Wing,hospital,hospital,,,,,,,,72.916288,31.758189,1289001376,
DHQ Hospital,hospital,hospital,,,,,yes,,,70.956656,30.971051,3955894401,
Anwar Homeo Clinic,clinic,clinic,,,,,,,,67.077046,24.953258,5130498601,
Shamim Clinic Maternity Home,clinic,clinic,,,,,,,,67.059008,24.923712,5127934393,
Sajjid Hospital,hospital,hospital,,,,,,,,66.999288,30.183381,6124652296,
New Paracha (Homeo Medicine) Store,alternative,,,,,,,,,67.071765,24.844488,6057917340,
Dr.Gohar Zaman,clinic,clinic,,,,,,,,70.329468,33.698501,4100182690,
Dr. Nasir Khan,clinic,clinic,,,,,,,,69.01298,25.519021,5384788149,
Hashmanis Hospital,hospital,hospital,,,,,,,,67.040733,24.829507,4798720020,
Baldia Hospital,hospital,hospital,,,,,,,,67.141946,24.823985,5130682867,
Naseer Hospital,hospital,hospital,,,,,,,,74.315027,31.50644,3356330684,
Dr. Imran Khan Shirani,clinic,clinic,,,,,,,,69.011528,25.51929,5384787752,
Ravi Medical Store,pharmacy,pharmacy,,,,,,,,74.283151,31.617567,4910585806,
Al Ain International Specialist Eye Hospital,hospital,hospital,,,,,,,,73.020807,33.686303,4889677808,
Women Hospital,hospital,hospital,,,,,,,,71.677251,29.394221,1925508155,
Shabnam Clinic,clinic,clinic,,,,,,,,68.360031,25.315326,5251853004,
Sultan Hospital,hospital,hospital,,,,,,,,67.054496,24.893067,5346835905,
The Skin Tronic Clinic- Zamzama,clinic,clinic,,,,,,,,67.042813,24.816076,4805954557,
Dr. Mitha's Dental Practice,clinic,clinic,,,,,,,,67.039566,24.818228,5130890312,
Clifton City Hospital,hospital,hospital,,,,,,,,67.041338,24.83048,4798720931,
budha goraya,pharmacy,pharmacy,,,,,,,,74.057489,32.041224,4546134192,
Federal Government Dispensary(FGD)- P Block,hospital,hospital,,,,,,,,73.093706,33.735087,4943934765,
The women's Hospital,hospital,hospital,,,,,,,,71.43797,33.99546,5265251421,
Dr. Mehdi A. Manji Pathological Laboratories,clinic,clinic,,,,,,,,67.052278,24.867733,5149296740,
al muslim pharmacy,pharmacy,pharmacy,,,,,,,,73.042976,33.685,4783119127,
Shifa Pharmacy,pharmacy,pharmacy,,,,,,,,67.049755,24.840105,5162476322,
Saleemi Sarjecal Clinic,doctors,doctors,,,,,,,,72.480176,30.976961,5761347921,
Zulfiqar Hospital,hospital,hospital,,,,,,,,74.549031,32.494101,4903343258,
,pharmacy,pharmacy,,,,,,,,73.395747,36.476687,4016479044,
Mian Hospital,hospital,hospital,,,,,,,,71.199764,30.965628,4327443890,
Dr Muslim Eye Care Hospital,clinic,clinic,,,,,,,,67.069895,24.933016,5133026904,
Shakeel Haji Dad Mohammed Hospital,hospital,hospital,,,,,,,,,,572715889,
Al Shifa Medical Store,pharmacy,pharmacy,,,,,,,,69.014095,25.525876,5355902889,
Tehseel Chowk,clinic,clinic,,,,,,,,73.105929,30.667698,5500592026,
Civil Hospital,hospital,hospital,,,,,yes,,,,,681548018,
Shakeela Shabir Hospital,hospital,hospital,,,,,yes,,,73.175398,33.645415,1668718996,
Omar Hospital,hospital,hospital,,,,,,,,74.338056,31.537085,5254181760,
Dar Medical Complex,clinic,clinic,,,,,,,,73.133504,33.590581,3335659593,
Nayab Labs & Diagnostic Centre,pharmacy,pharmacy,,,,,,,,73.082041,33.722454,4954642830,
Marie Stopes Regional Office Sukkur,hospital,hospital,,,,,,,,68.838395,27.710494,5251906897,
Aatia Clinic,hospital,hospital,,,,,,,,67.059507,24.871862,5023594984,
Sindh Institute of Urology and Transplantation,hospital,hospital,,,,,,,,67.012113,24.861072,5109119034,
Town Mart Pharmacy,pharmacy,pharmacy,,,,,,,,67.065903,24.883236,5146895229,
Alfaizan Surgical hospital,hospital,hospital,,,,,,,,73.730151,32.641555,4746467121,
Jandola Hosp,hospital,hospital,,,,,yes,,,70.125221,32.335639,1741002364,
OSP Karachi,doctors,doctors,,,,,,,,67.025342,24.866083,4792035066,
D.H.Q. Hospital,hospital,hospital,,,,,,,,72.915155,33.999415,296345225,
ICRC Wound Trauma Hospital,hospital,hospital,,,,,yes,,,71.489608,33.996071,1226378412,
Dr Farida's Clinic,clinic,clinic,,,,,,,,67.043112,24.948889,5140919480,
Anmol Hospital,hospital,hospital,,,,,,,,73.059597,31.407867,5255617521,
Kulsum Bai Valika Hospital,hospital,hospital,,,,,,,,67.015567,24.927223,4757978642,
Dr. Saeeda Rehman,clinic,clinic,,,,,,,,69.109186,25.154485,5481213816,
,clinic,clinic,,,,,,,,71.469648,30.211575,4502424989,
Mamji Hospital,hospital,hospital,,,,,yes,,,67.077702,24.938649,5127823733,
Rural Health Centre Chattar Plain,hospital,hospital,,constructed by Johanniter-Unfall-HIlfe Germany (St. Johns Ambulance),,,,,,,,228886837,
Dr.  Bakhtzada,doctors,doctors,,,,,,,,71.811584,34.620268,6819087290,
Al Nasir Pharmacy,pharmacy,pharmacy,,,,,,,,72.963583,33.645584,6432452493,
Health Care Hospital,hospital,hospital,,,,,,,,67.034908,24.929171,5226273855,
Boots Pharmacy Grocery Cosmetics,pharmacy,pharmacy,,,,,,,,72.972251,33.624626,5251807394,
DHQ Hospital Battagram,hospital,hospital,,,,,,,,,,459565258,
The Federal Clinic Maternity Home,hospital,hospital,,,,,,,,67.081472,24.941649,5130954908,
Dr. Naseem Ahmad Saeed,hospital,hospital,,,,,,,,74.194819,32.178901,4905664932,
Zubair Medical Store,pharmacy,pharmacy,,,,,,,,73.4186,33.131294,2820892018,
Hilal-e-Ahmer Hospital (Red Crescent),hospital,hospital,,,,,,,,67.033228,24.83405,5128441355,
Madina Medical Store,pharmacy,pharmacy,,,,,,,,71.212016,30.964403,4327432991,
Al Ain Clinic,hospital,hospital,,,,,,,,67.058207,24.861584,1118684364,
"Dr Shabbir Mirza, Chest Specialist",doctors,doctors,,,,,,,,74.080466,32.581795,3151672692,
Al-Shifa Hospital & Maternity Home,hospital,hospital,,,,,,,,67.18079,24.876323,5287119639,
Dr Khursheed Sheikh Hospital,hospital,hospital,,,,,,,,68.521126,27.351448,5255508530,
Jijal Maa Hospital,hospital,hospital,,,,,,,,68.340426,25.399456,4845944816,
The Psychiatric Clinic- Zamzama,clinic,clinic,,,,,,,,67.040675,24.817966,4804189021,
"RHC , Kaleke",hospital,hospital,,,,,,,,73.589948,31.977296,4537102691,
Al-Shifa Pharmacy,pharmacy,pharmacy,,,,,,,,73.129486,33.595701,2668920470,
Pharmecy,pharmacy,pharmacy,,,,,,,,73.046841,33.596882,1414264857,
Akhter Medical Center,clinic,clinic,,,,,,,,73.102293,31.396044,5259932336,
KMC Maternity Hospital,hospital,hospital,,,,,,,,,,687467568,
,doctors,doctors,,,,,,,,74.760225,36.223646,4029782121,
Safi Hospital,hospital,hospital,,,,,,,,67.038304,24.931454,4734023597,
Dr Nabila,doctors,doctors,,,,,,,,71.550207,34.216118,4546012289,
Jam-e-Kauser Public Welfare Hospital,hospital,hospital,,,,,,,,67.053122,24.896051,5346919270,
Umer Pharmacy,pharmacy,pharmacy,,,,,,,,71.672803,29.406828,4923821621,
Al Shifa Hospital,hospital,hospital,,,,,,,,73.996274,31.714073,4910850598,
Ishaq Haroon Hospital,hospital,hospital,,,,,,,,74.298141,31.553712,5259837117,
Al Quresh Hospital,hospital,hospital,,,,,,,,68.371169,25.406333,4838588845,
Dar-ul-Hijama,hospital,hospital,,,,,,,,67.055009,24.827371,4790222404,
Shaheen chemist,pharmacy,pharmacy,,,,,,,,73.063072,33.637047,4942272822,
Bone care trauma center,hospital,hospital,,,,,,,,68.367235,25.404382,4850042226,
Hakim Saeed Dawa Khana,clinic,clinic,,,,,,,,67.064062,24.927949,5112691244,
Rafif Laeq Hospital,hospital,hospital,,,,,,,,71.496005,30.03909,4319196963,
,doctors,doctors,,,,,,,,74.665468,36.327262,4027655078,
Dispencary,doctors,doctors,,,,,,,,74.763175,36.7891,4035964622,
Civil Hospital,hospital,hospital,,,,,,,,,,499301765,
Zainab Panjwani Memorial Hospital,hospital,hospital,,,,,,,,67.035763,24.874321,4793639799,
Bunyadi makze sehat,hospital,hospital,,,,,,,,71.235204,30.694634,4294657689,
Doctors Specialist Centre,hospital,hospital,,,,,,,,73.104252,31.419577,5263913083,
,doctors,doctors,,,,,,,,73.448243,36.644342,4023016155,
Aga Khan University HospitalMedical,hospital,hospital,,,,,,,,67.153145,24.82587,5137626762,
Zeb Medical Center,hospital,hospital,,,,,,,,67.025405,24.909232,5078966617,
Zayneb Hospital,hospital,hospital,,,,,,,,73.155323,33.541893,6658591445,
Mohammad Maternity Home,hospital,hospital,,,,,,,,66.664532,25.388576,5315974161,
Junaid Clinic & Medical Store,clinic,clinic,,,,,,,,67.062589,24.95901,5132578832,
CMH Chunian,clinic,clinic,,,,,,,,73.962294,30.976525,4464735090,
Khalil hospital,hospital,hospital,,,,,,,,73.690076,32.611589,4746623121,
Rashid Hospital,clinic,clinic,,,,,,,,73.481196,31.577514,2920066439,
Medical Institute,hospital,hospital,,,,,,,,66.952992,24.888183,1428265981,
Punjab Institute of Cardiology,hospital,hospital,cardiology,,,,,,,74.335634,31.538179,303564484,
DHA Medical Centre,hospital,hospital,,,,,,,,67.063292,24.804381,4786285990,
MC Dispensory Union Counsel # 244,clinic,clinic,,,,,,,,,,285939387,
Iqra Medical Complex,hospital,hospital,,,,,,,,74.305573,31.467895,1357561220,
Fatimid Foundation Karachi,hospital,hospital,,,,,,,,67.033642,24.881569,5281786565,
Christian Hospital Taxila,hospital,hospital,,,,,,,,,,268121695,
Lakhanis Eye Hospital,hospital,hospital,,,,,,,,67.062751,24.929099,5132720068,
Tehsil Hospital,hospital,hospital,,,,,yes,,,,,242495043,
Ain-Dental Clinic,clinic,clinic,,,,,,,,67.195794,24.89394,4764777143,
THQ Hospital,clinic,clinic,,,,,,,,70.348705,33.705687,4102379790,
Al-Momin Medical Store,pharmacy,pharmacy,,,,,,,,67.257535,24.834368,4783147822,
T.B control,doctors,doctors,,,,,,,,,,399234538,
Anwar Capital Hospital Pharmacy,pharmacy,pharmacy,,,,,,,,72.964469,33.645466,6178544585,
Israre Shifa Hospital,hospital,hospital,,,,,,,,68.814292,27.723341,5259602116,
Fidai Emergency Medical Centre,hospital,hospital,,,,,,,,67.065062,24.926248,5128635956,
Abida Clinic,clinic,clinic,,,,,,,,73.996982,31.722998,4910850604,
TM Pharmacy,pharmacy,pharmacy,,,,,,,,73.014441,33.676017,6208198887,
Hafiz Aslam Dental Clinic,hospital,hospital,,,,,,,,73.420128,31.336381,617962741,
Federal Government Dispensar,pharmacy,pharmacy,,,,,,,,73.07042,33.711768,4966290314,
Hospital,hospital,hospital,,Private,,,,,,,,687218368,
CMH,hospital,hospital,,,,,,,,,,466224462,
Hill Park General Hospital,hospital,hospital,,,,,,,,67.074044,24.874095,4773397451,
Shahan Dawakhana,clinic,clinic,,,,,,,,67.027146,24.927397,5331329914,
Asma Medical Clinic,clinic,clinic,,,,,,,,67.01835,24.842608,6539484559,
Govt Hospital,hospital,hospital,,,,,,,,,,398910304,
Park Road Dentist,dentist,dentist,,,,,,,,73.03191,33.710275,4963837810,
Hussain Memorial Hospital,hospital,hospital,,,,,,,,74.290613,31.536088,4666716091,
Medical School,hospital,hospital,,,,,yes,,,,,129457411,
Quaid-e-Azam International Hospital,hospital,hospital,,,,,,,,,,235084098,
Fountain house farooqa abad,hospital,hospital,,,,,,,,73.805042,31.759192,6312882187,
Mehrun Nisa Eye Clinic,clinic,clinic,,,,,,,,67.018122,24.864946,5133026880,
,doctors,doctors,,,,,,,,73.363319,36.32678,4012569101,
shaukat khanum hospital collection point,pharmacy,pharmacy,,,,,,,,71.559416,34.003552,4570305409,
Landhi Polyclinic,clinic,clinic,,,,,,,,67.177089,24.834929,5133527587,
New Azad Medical Store,pharmacy,pharmacy,,,,,,,,68.724186,25.467701,4883101834,
Healthcare Centre,clinic,clinic,,,,,,,,,,317060121,
Naseer Teaching Hospital,hospital,hospital,,,,,,,,,,319975204,
BHU Dagai,hospital,hospital,,,,,,,,72.301867,34.165444,3327035997,
Gyane Hospital,hospital,hospital,,,,,,,,72.322065,31.276267,6182717601,
Al Mehran Homoeo Pharmacy,pharmacy,pharmacy,,,,,,,,67.139297,24.878193,4767920584,
Amina Medical Complex,hospital,hospital,,,,,,,,74.328617,31.535353,5259838826,
City Hospital,hospital,hospital,,,,,,,,71.469648,30.211565,1921952562,
Skin Laser,clinic,clinic,,,,,,,,73.111923,31.403707,5259932322,
Ziauddin Memorial Hospital,hospital,hospital,,,,,,,,67.026448,24.914955,5066143325,
Mufeed e Aam Dawakhana,clinic,clinic,,,,,,,,67.101876,24.914363,5115427068,
Fatima Memorial Hospital,hospital,hospital,,,,,,,,74.327981,31.53562,5253925865,
Govt Vaccination Center,hospital,hospital,,,,,,,,67.075052,24.945255,5318467715,
Emergency,hospital,hospital,,Goverment,,,,,,,,688727733,
medical store,pharmacy,pharmacy,,,,,,,,71.425815,33.591486,5212708837,
Munir Pharmacy,pharmacy,pharmacy,,,,,,,,73.48367,31.571812,4529989292,
Nobel Hospital,hospital,hospital,,,,,,,,74.31763,31.523779,4295683022,
Mamji Hospital,hospital,hospital,,,,,,,,,,537965358,
,hospital,hospital,,,,,,,,68.368845,25.388499,1119754102,
Medical Store,pharmacy,pharmacy,,,,,,,,67.040546,24.94487,5137658234,
Mahnoor Medical Center,hospital,hospital,,,,,,,,67.08318,24.823815,4786500667,
Askari hospital,hospital,hospital,,,,,,,,67.026031,24.946938,5088577353,
Care Pharmacy,pharmacy,pharmacy,,,,,,,,73.098901,31.444812,5263913728,
Al Massiha Hospital,hospital,hospital,,,,,,,,67.179655,24.836289,5133527581,
Holy Family Hospital,hospital,hospital,,,,,,,,67.028177,24.872119,5128441354,
OT Complex CMH,hospital,hospital,,,,,,,,73.04671,33.578832,5617897022,
Dr. Tabinda Ashraf,clinic,clinic,,,,,,,,69.018017,25.512106,5355903425,
Bilal Hijama Clinic,clinic,clinic,,,,,,,,67.08977,24.908449,4762522260,
Khan medical store,pharmacy,pharmacy,,,,,,,,69.012033,25.531646,5338152500,
Sindh Government Hospital New Karachi,hospital,hospital,,,,,,,,,,712203644,
Dr. Fahad House,doctors,doctors,,,,,,,,73.13716,31.477365,5860847203,
Dr Liaqat Rana Clinic,clinic,clinic,,,,,,,,67.036854,24.869267,5143101733,
,pharmacy,pharmacy,,,,,,,,74.147542,32.306826,2961536115,
Najeeb Clinic And Maternity Home,clinic,clinic,,,,,,,,68.538886,25.125828,4883541270,
Doctors pharmacy,pharmacy,pharmacy,,ZAID ILYAS,,,,,,72.481869,30.972527,5611600123,
Dr. Naheed Naz,clinic,clinic,,,,,,,,69.016018,25.532455,5365867975,
Aga Khan Maternal & Child Care Centre,hospital,hospital,,,,,,,,68.354043,25.412681,5252215014,
Punjab Hospital,hospital,hospital,,,,,,,,73.975308,31.713565,4910707104,
BHU,hospital,hospital,,,,,,,,,,692355446,
Dental Care Centre,clinic,clinic,,,,,,,,67.036354,24.826922,5130890304,
Pharmacy And Mart,pharmacy,pharmacy,,,,,,,,67.072675,24.831632,4791846661,
High-Q Hyderabad,pharmacy,pharmacy,,,,,,,,68.336397,25.392687,4299853592,
Doctors hospital,hospital,hospital,,,,,,,,68.993665,30.547399,4721525790,
Clapp Hospital,hospital,hospital,,,,,,,,74.302867,31.472823,4916785718,
Hospital,hospital,hospital,,,,,,,,73.104206,30.677747,4835614022,
Raheem medical hal,doctors,doctors,,,,,,,,74.278326,31.619671,6190484086,
Valley Clinic,hospital,hospital,,,,,,,,,,230792287,
Shikrani Hospital,hospital,hospital,,,,,,,,71.262057,29.138419,4287506089,
Dr. Tribad Ghir,clinic,clinic,,,,,,,,69.247308,25.286979,5363095041,
Al Barkat Welfare Medical Center,hospital,hospital,,,,,,,,68.721514,25.467459,4883101837,
Alfazal Hospital,hospital,hospital,,,,,,,,74.283585,32.712703,4744465821,
Qasimabad Goverment Hospital,hospital,hospital,,,,,,,,68.339589,25.409467,5319718139,
Dr Mrs.Hameeda,clinic,clinic,,,,,,,,67.176947,24.834836,5133527588,
MI Hospital,hospital,hospital,,,,,,,,67.081327,24.94157,5127858328,
CMH Family Wing,hospital,hospital,,,,,,,,,,106504859,
Race View Maternity Hospital,hospital,hospital,,,,,,,,74.333665,31.542244,5255279611,
Hali Clinic,clinic,clinic,,,,,,,,68.378379,25.377054,5252043362,
Asim Pets Clinic,hospital,hospital,,,,,,,,74.325413,31.488382,5263454896,
Raheela Soomro,clinic,clinic,,,,,,,,69.007944,25.531602,5384788148,
Gulf Medical Centre,hospital,hospital,,,,,,,,73.076541,33.635312,4899417042,
Anklesaria Eye Hospital,hospital,hospital,,,,,,,,,,732849330,
Pakistan Medical Association,hospital,hospital,,,,,,,,67.024978,24.866234,4792035067,
Clifton Hospital,hospital,hospital,,,,,,,,67.031405,24.82112,4785947196,
Aga Khan University Hospital Laboratory,hospital,hospital,,,,,,,,68.715991,25.462545,4883192341,
Dr Ruth Pfau Civil Hospital Karachi,hospital,hospital,,,,,,,,,,681766132,
Fatima Hospital,hospital,hospital,,,,,,,,72.725565,33.78862,5629331922,
Primary Health Center,hospital,hospital,,,,,,,,,,257579792,
Dr.Saeed Diabetes Clinic & Foot care Center,clinic,clinic,,,,,,,,67.084606,24.874893,4790118547,
Kamal Hospital,hospital,hospital,,,,,,,,67.032888,24.852745,5132712720,
Site for AlHamd Hospital,hospital,hospital,,,,,,,,73.921279,31.820835,4935296521,
Khan Medical Complex,hospital,hospital,,,,,,Sachal Goth,,67.133857,24.948729,5067052807,
Life Care international Hospital,hospital,hospital,,,,,,,,73.01531,33.676802,4958569728,
AGA KHAN HOSPITAL,hospital,hospital,,,,,,,,67.075184,24.891592,6317673985,
Jinnah Hospital Lahore,hospital,hospital,,,,,,,,74.297333,31.484431,5255677465,
Noor Fatima hospital,hospital,hospital,,,,,,,,73.7241,32.626073,4746430625,
Chiniot General Hospital,hospital,hospital,,,,,,,,67.13315,24.842633,5259800626,
Bilqees Memorial Hospital,hospital,hospital,,,,,,,,67.107139,24.819112,4769800425,
Life Line Hospital,hospital,hospital,,,,,,,,67.036131,24.929149,4738135542,
Ali Bhai Vishram Charitable Trust,hospital,hospital,,,,,,,,68.371065,25.405893,5253909140,
Rawal Hospital,hospital,hospital,,,,,,,,,,263829331,
,doctors,doctors,,,,,,,,74.533881,36.261984,4025487978,
GlaxoSmithKline Pakistan Limited,pharmacy,pharmacy,,,,,,,,66.977481,24.843827,5132544665,
Tayyabs,pharmacy,pharmacy,,,,,,,,67.06062,24.916979,4762613117,
Khushnood Hospital,hospital,hospital,,,,,yes,,,74.275946,31.522859,5255578920,
PU Health Center,hospital,hospital,,,,,,,,74.311622,31.502479,526681507,
"Naseeb Clinical Laboratory Teri, KPK, Pakistan",clinic,clinic,,,,,,,,71.098302,33.296146,5894173085,
Hussaini Hospital,hospital,hospital,,,,,,,,67.069261,24.881172,4769977947,
