week_end_date,item_number,item_description,unit,city_code,city,price_pkr,price_lag_1w,price_lag_4w,price_wow_pct,price_rolling_4w_avg,price_rolling_4w_std,target_next_week_price_pkr,target_next_week_wow_pct,target_next_week_direction,split
2026-07-02,18,Pulse Moong (Washed),1 Kg,1,Islamabad,413.61,413.61,413.61,0.0,413.61,0.0,,,,test
2025-10-23,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,,,,,,397.07,0.0,flat,train
2025-10-30,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,,0.0,397.07,0.0,397.07,0.0,flat,train
2025-11-06,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,,0.0,397.07,0.0,397.07,0.0,flat,train
2025-11-13,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,,0.0,397.07,0.0,397.07,0.0,flat,train
2025-11-20,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2025-11-27,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2025-12-04,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2025-12-11,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2025-12-18,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2025-12-24,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-01-01,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-01-08,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-01-15,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-01-22,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-01-29,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-02-04,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-02-12,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-02-19,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-02-26,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-03-05,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-03-11,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-03-18,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-03-26,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-04-02,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-04-09,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-04-16,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-04-23,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-04-30,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,train
2026-05-07,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,validation
2026-05-14,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,validation
2026-05-21,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,validation
2026-06-04,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,test
2026-06-11,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,test
2026-06-18,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,397.07,0.0,flat,test
2026-07-02,18,Pulse Moong (Washed),1 Kg,2,Rawalpindi,397.07,397.07,397.07,0.0,397.07,0.0,,,,test
2025-10-23,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,340.0,,,,,,340.0,0.0,flat,train
2025-10-30,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,340.0,340.0,,0.0,340.0,0.0,340.0,0.0,flat,train
2025-11-06,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,340.0,340.0,,0.0,340.0,0.0,340.0,0.0,flat,train
2025-11-13,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,340.0,340.0,,0.0,340.0,0.0,350.0,2.941176,up,train
2025-11-20,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,350.0,340.0,340.0,2.941176,342.5,5.0,350.0,0.0,flat,train
2025-11-27,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,350.0,350.0,340.0,0.0,345.0,5.773503,360.0,2.857143,up,train
2025-12-04,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,350.0,340.0,2.857143,350.0,8.164966,360.0,0.0,flat,train
2025-12-11,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,340.0,0.0,355.0,5.773503,350.0,-2.777778,down,train
2025-12-18,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,350.0,360.0,350.0,-2.777778,355.0,5.773503,360.0,2.857143,up,train
2025-12-24,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,350.0,350.0,2.857143,357.5,5.0,360.0,0.0,flat,train
2026-01-01,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,357.5,5.0,360.0,0.0,flat,train
2026-01-08,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,357.5,5.0,360.0,0.0,flat,train
2026-01-15,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,350.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-01-22,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-01-29,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-02-04,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-02-12,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-02-19,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-02-26,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-03-05,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-03-11,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-03-18,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-03-26,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-02,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-09,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-16,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-23,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-30,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-05-07,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,360.0,360.0,360.0,0.0,360.0,0.0,366.64,1.844444,up,validation
2026-05-14,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,366.64,360.0,360.0,1.844444,361.66,3.32,340.0,-7.265983,down,validation
2026-05-21,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,340.0,366.64,360.0,-7.265983,356.66,11.539313,330.0,-2.941176,down,validation
2026-06-04,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,330.0,340.0,360.0,-2.941176,349.16,17.069146,330.0,0.0,flat,test
2026-06-11,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,330.0,330.0,360.0,0.0,341.66,17.307678,320.0,-3.030303,down,test
2026-06-18,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,320.0,330.0,366.64,-3.030303,330.0,8.164966,300.0,-6.25,down,test
2026-07-02,18,Pulse Moong (Washed),1 Kg,3,Gujranwala,300.0,320.0,340.0,-6.25,320.0,14.142136,,,,test
2025-10-23,18,Pulse Moong (Washed),1 Kg,4,Sialkot,320.0,,,,,,320.0,0.0,flat,train
2025-10-30,18,Pulse Moong (Washed),1 Kg,4,Sialkot,320.0,320.0,,0.0,320.0,0.0,320.0,0.0,flat,train
2025-11-06,18,Pulse Moong (Washed),1 Kg,4,Sialkot,320.0,320.0,,0.0,320.0,0.0,320.0,0.0,flat,train
2025-11-13,18,Pulse Moong (Washed),1 Kg,4,Sialkot,320.0,320.0,,0.0,320.0,0.0,320.0,0.0,flat,train
2025-11-20,18,Pulse Moong (Washed),1 Kg,4,Sialkot,320.0,320.0,320.0,0.0,320.0,0.0,320.0,0.0,flat,train
2025-11-27,18,Pulse Moong (Washed),1 Kg,4,Sialkot,320.0,320.0,320.0,0.0,320.0,0.0,330.0,3.125,up,train
2025-12-04,18,Pulse Moong (Washed),1 Kg,4,Sialkot,330.0,320.0,320.0,3.125,322.5,5.0,330.0,0.0,flat,train
2025-12-11,18,Pulse Moong (Washed),1 Kg,4,Sialkot,330.0,330.0,320.0,0.0,325.0,5.773503,350.0,6.060606,up,train
2025-12-18,18,Pulse Moong (Washed),1 Kg,4,Sialkot,350.0,330.0,320.0,6.060606,332.5,12.583057,370.0,5.714286,up,train
2025-12-24,18,Pulse Moong (Washed),1 Kg,4,Sialkot,370.0,350.0,320.0,5.714286,345.0,19.148542,370.0,0.0,flat,train
2026-01-01,18,Pulse Moong (Washed),1 Kg,4,Sialkot,370.0,370.0,330.0,0.0,355.0,19.148542,370.0,0.0,flat,train
2026-01-08,18,Pulse Moong (Washed),1 Kg,4,Sialkot,370.0,370.0,330.0,0.0,365.0,10.0,370.0,0.0,flat,train
2026-01-15,18,Pulse Moong (Washed),1 Kg,4,Sialkot,370.0,370.0,350.0,0.0,370.0,0.0,370.0,0.0,flat,train
2026-01-22,18,Pulse Moong (Washed),1 Kg,4,Sialkot,370.0,370.0,370.0,0.0,370.0,0.0,380.0,2.702703,up,train
2026-01-29,18,Pulse Moong (Washed),1 Kg,4,Sialkot,380.0,370.0,370.0,2.702703,372.5,5.0,400.0,5.263158,up,train
2026-02-04,18,Pulse Moong (Washed),1 Kg,4,Sialkot,400.0,380.0,370.0,5.263158,380.0,14.142136,420.0,5.0,up,train
2026-02-12,18,Pulse Moong (Washed),1 Kg,4,Sialkot,420.0,400.0,370.0,5.0,392.5,22.173558,420.0,0.0,flat,train
2026-02-19,18,Pulse Moong (Washed),1 Kg,4,Sialkot,420.0,420.0,370.0,0.0,405.0,19.148542,380.0,-9.52381,down,train
2026-02-26,18,Pulse Moong (Washed),1 Kg,4,Sialkot,380.0,420.0,380.0,-9.52381,405.0,19.148542,350.0,-7.894737,down,train
2026-03-05,18,Pulse Moong (Washed),1 Kg,4,Sialkot,350.0,380.0,400.0,-7.894737,392.5,34.034296,350.0,0.0,flat,train
2026-03-11,18,Pulse Moong (Washed),1 Kg,4,Sialkot,350.0,350.0,420.0,0.0,375.0,33.166248,360.0,2.857143,up,train
2026-03-18,18,Pulse Moong (Washed),1 Kg,4,Sialkot,360.0,350.0,420.0,2.857143,360.0,14.142136,360.0,0.0,flat,train
2026-03-26,18,Pulse Moong (Washed),1 Kg,4,Sialkot,360.0,360.0,380.0,0.0,355.0,5.773503,360.0,0.0,flat,train
2026-04-02,18,Pulse Moong (Washed),1 Kg,4,Sialkot,360.0,360.0,350.0,0.0,357.5,5.0,360.0,0.0,flat,train
2026-04-09,18,Pulse Moong (Washed),1 Kg,4,Sialkot,360.0,360.0,350.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-16,18,Pulse Moong (Washed),1 Kg,4,Sialkot,360.0,360.0,360.0,0.0,360.0,0.0,360.0,0.0,flat,train
2026-04-23,18,Pulse Moong (Washed),1 Kg,4,Sialkot,360.0,360.0,360.0,0.0,360.0,0.0,390.0,8.333333,up,train
2026-04-30,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,360.0,360.0,8.333333,367.5,15.0,390.0,0.0,flat,train
2026-05-07,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,360.0,0.0,375.0,17.320508,390.0,0.0,flat,validation
2026-05-14,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,360.0,0.0,382.5,15.0,390.0,0.0,flat,validation
2026-05-21,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,360.0,0.0,390.0,0.0,390.0,0.0,flat,validation
2026-06-04,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,390.0,0.0,390.0,0.0,390.0,0.0,flat,test
2026-06-11,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,390.0,0.0,390.0,0.0,390.0,0.0,flat,test
2026-06-18,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,390.0,0.0,390.0,0.0,390.0,0.0,flat,test
2026-07-02,18,Pulse Moong (Washed),1 Kg,4,Sialkot,390.0,390.0,390.0,0.0,390.0,0.0,,,,test
2025-10-23,18,Pulse Moong (Washed),1 Kg,5,Lahore,358.03,,,,,,358.03,0.0,flat,train
2025-10-30,18,Pulse Moong (Washed),1 Kg,5,Lahore,358.03,358.03,,0.0,358.03,0.0,358.03,0.0,flat,train
2025-11-06,18,Pulse Moong (Washed),1 Kg,5,Lahore,358.03,358.03,,0.0,358.03,0.0,357.57,-0.128481,down,train
2025-11-13,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,358.03,,-0.128481,357.915,0.23,357.57,0.0,flat,train
2025-11-20,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,358.03,0.0,357.8,0.265581,357.57,0.0,flat,train
2025-11-27,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,358.03,0.0,357.685,0.23,357.57,0.0,flat,train
2025-12-04,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,358.03,0.0,357.57,0.0,357.57,0.0,flat,train
2025-12-11,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,357.57,0.0,357.57,0.0,357.57,0.0,flat,train
2025-12-18,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,357.57,0.0,357.57,0.0,357.57,0.0,flat,train
2025-12-24,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,357.57,0.0,357.57,0.0,357.57,0.0,flat,train
2026-01-01,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,357.57,0.0,357.57,0.0,357.57,0.0,flat,train
2026-01-08,18,Pulse Moong (Washed),1 Kg,5,Lahore,357.57,357.57,357.57,0.0,357.57,0.0,367.57,2.796655,up,train
2026-01-15,18,Pulse Moong (Washed),1 Kg,5,Lahore,367.57,357.57,357.57,2.796655,360.07,5.0,377.57,2.72057,up,train
2026-01-22,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,367.57,357.57,2.72057,365.07,9.574271,377.57,0.0,flat,train
2026-01-29,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,357.57,0.0,370.07,9.574271,377.57,0.0,flat,train
2026-02-04,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,357.57,0.0,375.07,5.0,377.57,0.0,flat,train
2026-02-12,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,367.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-02-19,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-02-26,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-03-05,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-03-11,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-03-18,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-03-26,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-04-02,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-04-09,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-04-16,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-04-23,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-04-30,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,377.57,0.0,flat,train
2026-05-07,18,Pulse Moong (Washed),1 Kg,5,Lahore,377.57,377.57,377.57,0.0,377.57,0.0,367.57,-2.648516,down,validation
2026-05-14,18,Pulse Moong (Washed),1 Kg,5,Lahore,367.57,377.57,377.57,-2.648516,375.07,5.0,367.57,0.0,flat,validation
2026-05-21,18,Pulse Moong (Washed),1 Kg,5,Lahore,367.57,367.57,377.57,0.0,372.57,5.773503,367.57,0.0,flat,validation
2026-06-04,18,Pulse Moong (Washed),1 Kg,5,Lahore,367.57,367.57,377.57,0.0,370.07,5.0,367.57,0.0,flat,test
2026-06-11,18,Pulse Moong (Washed),1 Kg,5,Lahore,367.57,367.57,377.57,0.0,367.57,0.0,358.05,-2.589983,down,test
2026-06-18,18,Pulse Moong (Washed),1 Kg,5,Lahore,358.05,367.57,367.57,-2.589983,365.19,4.76,358.05,0.0,flat,test
2026-07-02,18,Pulse Moong (Washed),1 Kg,5,Lahore,358.05,358.05,367.57,0.0,362.81,5.496375,,,,test
2025-10-23,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,,,,,,340.0,0.0,flat,train
2025-10-30,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,,0.0,340.0,0.0,340.0,0.0,flat,train
2025-11-06,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,,0.0,340.0,0.0,340.0,0.0,flat,train
2025-11-13,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,,0.0,340.0,0.0,340.0,0.0,flat,train
2025-11-20,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2025-11-27,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2025-12-04,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2025-12-11,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2025-12-18,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2025-12-24,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2026-01-01,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2026-01-08,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2026-01-15,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,340.0,0.0,flat,train
2026-01-22,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,340.0,340.0,340.0,0.0,340.0,0.0,341.65,0.485294,up,train
2026-01-29,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,340.0,340.0,0.485294,340.4125,0.825,341.65,0.0,flat,train
2026-02-04,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,340.0,0.0,340.825,0.952628,341.65,0.0,flat,train
2026-02-12,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,340.0,0.0,341.2375,0.825,341.65,0.0,flat,train
2026-02-19,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,340.0,0.0,341.65,0.0,341.65,0.0,flat,train
2026-02-26,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-03-05,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-03-11,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-03-18,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-03-26,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-04-02,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-04-09,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-04-16,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,341.65,0.0,flat,train
2026-04-23,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,341.65,341.65,341.65,0.0,341.65,0.0,346.54,1.431289,up,train
2026-04-30,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,341.65,341.65,1.431289,342.8725,2.445,346.54,0.0,flat,train
2026-05-07,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,341.65,0.0,344.095,2.823243,346.54,0.0,flat,validation
2026-05-14,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,341.65,0.0,345.3175,2.445,346.54,0.0,flat,validation
2026-05-21,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,341.65,0.0,346.54,0.0,346.54,0.0,flat,validation
2026-06-04,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,346.54,0.0,346.54,0.0,346.54,0.0,flat,test
2026-06-11,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,346.54,0.0,346.54,0.0,346.54,0.0,flat,test
2026-06-18,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,346.54,0.0,346.54,0.0,346.54,0.0,flat,test
2026-07-02,18,Pulse Moong (Washed),1 Kg,6,Faisalabad,346.54,346.54,346.54,0.0,346.54,0.0,,,,test
2025-10-23,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,,,,,,396.64,0.0,flat,train
2025-10-30,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,396.64,,0.0,396.64,0.0,396.64,0.0,flat,train
2025-11-06,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,396.64,,0.0,396.64,0.0,396.64,0.0,flat,train
2025-11-13,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,396.64,,0.0,396.64,0.0,396.64,0.0,flat,train
2025-11-20,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,396.64,396.64,0.0,396.64,0.0,396.64,0.0,flat,train
2025-11-27,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,396.64,396.64,0.0,396.64,0.0,396.64,0.0,flat,train
2025-12-04,18,Pulse Moong (Washed),1 Kg,7,Sargodha,396.64,396.64,396.64,0.0,396.64,0.0,400.0,0.847116,up,train
2025-12-11,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,396.64,396.64,0.847116,397.48,1.68,400.0,0.0,flat,train
2025-12-18,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,396.64,0.0,398.32,1.939897,400.0,0.0,flat,train
2025-12-24,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,396.64,0.0,399.16,1.68,400.0,0.0,flat,train
2026-01-01,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,396.64,0.0,400.0,0.0,400.0,0.0,flat,train
2026-01-08,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,400.0,0.0,400.0,0.0,400.0,0.0,flat,train
2026-01-15,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,400.0,0.0,400.0,0.0,400.0,0.0,flat,train
2026-01-22,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,400.0,0.0,400.0,0.0,400.0,0.0,flat,train
2026-01-29,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,400.0,0.0,400.0,0.0,400.0,0.0,flat,train
2026-02-04,18,Pulse Moong (Washed),1 Kg,7,Sargodha,400.0,400.0,400.0,0.0,400.0,0.0,400.0,0.0,flat,train
