observation_id,date,ceiling_amount_million_pkr,ceiling_institutions,floor_amount_million_pkr,floor_institutions,total_facility_amount_million_pkr,net_floor_minus_ceiling_amount_million_pkr,total_facility_amount_million_pkr_lag_1,total_facility_amount_million_pkr_rolling_7_obs_avg,total_facility_amount_million_pkr_rolling_30_obs_avg,net_floor_minus_ceiling_amount_million_pkr_lag_1,net_floor_minus_ceiling_amount_million_pkr_rolling_7_obs_avg,net_floor_minus_ceiling_amount_million_pkr_rolling_30_obs_avg,target_next_obs_total_facility_amount_million_pkr,target_next_obs_facility_direction,split
corridor_00568,2013-12-19,100550,7,0,0,100550,-100550,13200.0,50735.714286,50040.0,-13200.0,-50735.714286,-14346.666667,35950.0,down,train
corridor_00569,2013-12-30,35950,3,0,0,35950,-35950,100550.0,47142.857143,51005.0,-100550.0,-47142.857143,-15311.666667,30550.0,down,train
corridor_00570,2013-12-31,30550,3,0,0,30550,-30550,35950.0,46385.714286,51473.333333,-35950.0,-46385.714286,-16880.0,34000.0,up,train
corridor_00571,2014-01-02,0,0,34000,1,34000,34000,30550.0,45892.857143,50935.0,-30550.0,-36178.571429,-17418.333333,14450.0,down,train
corridor_00572,2014-01-06,14450,4,0,0,14450,-14450,34000.0,37250.0,45015.0,34000.0,-27535.714286,-24301.666667,20000.0,up,train
corridor_00573,2014-01-07,20000,1,0,0,20000,-20000,14450.0,35528.571429,45266.666667,-14450.0,-25814.285714,-25383.333333,3150.0,down,train
corridor_00574,2014-01-08,3150,1,0,0,3150,-3150,20000.0,34092.857143,44490.0,-20000.0,-24378.571429,-26370.0,5000.0,up,train
corridor_00575,2014-01-09,5000,1,0,0,5000,-5000,3150.0,20442.857143,43546.666667,-3150.0,-10728.571429,-27646.666667,15500.0,up,train
corridor_00576,2014-01-16,15500,1,0,0,15500,-15500,5000.0,17521.428571,44050.0,-5000.0,-7807.142857,-28176.666667,87450.0,up,train
corridor_00577,2014-01-23,87450,10,0,0,87450,-87450,15500.0,25650.0,46761.666667,-15500.0,-15935.714286,-31175.0,18500.0,down,train
corridor_00578,2014-01-24,18500,2,0,0,18500,-18500,87450.0,23435.714286,45848.333333,-87450.0,-23435.714286,-30261.666667,7000.0,down,train
corridor_00579,2014-01-27,7000,1,0,0,7000,-7000,18500.0,22371.428571,45215.0,-18500.0,-22371.428571,-29628.333333,11700.0,up,train
corridor_00580,2014-01-28,11700,1,0,0,11700,-11700,7000.0,21185.714286,44968.333333,-7000.0,-21185.714286,-29381.666667,184150.0,up,train
corridor_00581,2014-01-30,184150,9,0,0,184150,-184150,11700.0,47042.857143,50248.333333,-11700.0,-47042.857143,-34661.666667,22200.0,down,train
corridor_00582,2014-01-31,22200,2,0,0,22200,-22200,184150.0,49500.0,46131.666667,-184150.0,-49500.0,-30545.0,19000.0,down,train
corridor_00583,2014-02-04,19000,1,0,0,19000,-19000,22200.0,50000.0,43060.0,-22200.0,-50000.0,-27473.333333,3200.0,down,train
corridor_00584,2014-02-07,3200,1,0,0,3200,-3200,19000.0,37964.285714,42433.333333,-19000.0,-37964.285714,-28313.333333,52450.0,up,train
corridor_00585,2014-02-13,0,0,52450,12,52450,52450,3200.0,42814.285714,44020.0,-3200.0,-27828.571429,-26726.666667,9300.0,down,train
corridor_00586,2014-02-14,9300,1,0,0,9300,-9300,52450.0,43142.857143,43380.0,52450.0,-28157.142857,-27986.666667,28300.0,up,train
corridor_00587,2014-02-17,28300,3,0,0,28300,-28300,9300.0,45514.285714,44083.333333,-9300.0,-30528.571429,-29170.0,6400.0,down,train
corridor_00588,2014-02-18,6400,2,0,0,6400,-6400,28300.0,20121.428571,43235.0,-28300.0,-5135.714286,-30445.0,500.0,down,train
corridor_00589,2014-02-19,500,1,0,0,500,-500,6400.0,17021.428571,39738.333333,-6400.0,-2035.714286,-33975.0,54950.0,up,train
corridor_00590,2014-02-21,0,0,54950,10,54950,54950,500.0,22157.142857,36225.0,-500.0,8528.571429,-26798.333333,8600.0,down,train
corridor_00591,2014-02-26,0,0,8600,3,8600,8600,54950.0,22928.571429,34248.333333,54950.0,10214.285714,-24248.333333,87800.0,up,train
corridor_00592,2014-02-27,0,0,87800,5,87800,87800,8600.0,27978.571429,35138.333333,8600.0,15264.285714,-19285.0,240300.0,up,train
corridor_00593,2014-02-28,240300,17,0,0,240300,-240300,87800.0,60978.571429,41953.333333,87800.0,-17735.714286,-26100.0,38700.0,down,train
corridor_00594,2014-03-10,38700,3,0,0,38700,-38700,240300.0,62464.285714,41995.0,-240300.0,-19221.428571,-26141.666667,12000.0,down,train
corridor_00595,2014-03-11,12000,1,0,0,12000,-12000,38700.0,63264.285714,39896.666667,-38700.0,-20021.428571,-24043.333333,38050.0,up,train
corridor_00596,2014-03-13,38050,1,0,0,38050,-38050,12000.0,68628.571429,40096.666667,-12000.0,-25385.714286,-24243.333333,2850.0,down,train
corridor_00597,2014-03-18,2850,2,0,0,2850,-2850,38050.0,61185.714286,39751.666667,-38050.0,-33642.857143,-23898.333333,4000.0,up,train
corridor_00598,2014-03-19,4000,1,0,0,4000,-4000,2850.0,60528.571429,36533.333333,-2850.0,-35442.857143,-20680.0,2100.0,down,train
corridor_00599,2014-03-21,0,0,2100,1,2100,2100,4000.0,48285.714286,35405.0,-4000.0,-47685.714286,-19411.666667,380550.0,up,train
corridor_00600,2014-03-27,380550,23,0,0,380550,-380550,2100.0,68321.428571,47071.666667,2100.0,-67721.428571,-31078.333333,251650.0,down,train
corridor_00601,2014-03-28,251650,12,0,0,251650,-251650,380550.0,98742.857143,54326.666667,-380550.0,-98142.857143,-40600.0,135200.0,down,train
corridor_00602,2014-03-31,135200,11,0,0,135200,-135200,251650.0,116342.857143,58351.666667,-251650.0,-115742.857143,-44625.0,4700.0,down,train
corridor_00603,2014-04-01,4700,2,0,0,4700,-4700,135200.0,111578.571429,57841.666667,-135200.0,-110978.571429,-44115.0,13400.0,up,train
corridor_00604,2014-04-02,13400,4,0,0,13400,-13400,4700.0,113085.714286,58183.333333,-4700.0,-112485.714286,-44456.666667,29000.0,up,train
corridor_00605,2014-04-03,29000,1,0,0,29000,-29000,13400.0,116657.142857,58983.333333,-13400.0,-116057.142857,-45256.666667,29000.0,flat,train
corridor_00606,2014-04-04,29000,1,0,0,29000,-29000,29000.0,120500.0,59433.333333,-29000.0,-120500.0,-45706.666667,26500.0,down,train
corridor_00607,2014-04-08,26500,1,0,0,26500,-26500,29000.0,69921.428571,57401.666667,-29000.0,-69921.428571,-43675.0,4400.0,down,train
corridor_00608,2014-04-09,4400,3,0,0,4400,-4400,26500.0,34600.0,56931.666667,-26500.0,-34600.0,-43205.0,30850.0,up,train
corridor_00609,2014-04-10,30850,3,0,0,30850,-30850,4400.0,19692.857143,57726.666667,-4400.0,-19692.857143,-44000.0,8000.0,down,train
corridor_00610,2014-04-23,0,0,8000,1,8000,8000,30850.0,20164.285714,57603.333333,-30850.0,-17878.571429,-43343.333333,285200.0,up,train
corridor_00611,2014-04-24,285200,17,0,0,285200,-285200,8000.0,58992.857143,60971.666667,8000.0,-56707.142857,-46711.666667,163700.0,down,train
corridor_00612,2014-05-02,163700,7,0,0,163700,-163700,285200.0,78235.714286,65688.333333,-285200.0,-75950.0,-51428.333333,17100.0,down,train
corridor_00613,2014-05-07,0,0,17100,4,17100,17100,163700.0,76535.714286,65625.0,-163700.0,-69364.285714,-50225.0,63250.0,up,train
corridor_00614,2014-05-08,0,0,63250,10,63250,63250,17100.0,81785.714286,67626.666667,17100.0,-56542.857143,-48010.0,4950.0,down,train
corridor_00615,2014-05-12,4950,1,0,0,4950,-4950,63250.0,81864.285714,66043.333333,63250.0,-56621.428571,-49923.333333,10250.0,up,train
corridor_00616,2014-05-16,10250,2,0,0,10250,-10250,4950.0,78921.428571,66075.0,-4950.0,-53678.571429,-49955.0,20400.0,up,train
corridor_00617,2014-05-19,20400,2,0,0,20400,-20400,10250.0,80692.857143,65811.666667,-10250.0,-57735.714286,-49691.666667,106000.0,up,train
corridor_00618,2014-05-21,106000,2,0,0,106000,-106000,20400.0,55092.857143,69131.666667,-20400.0,-32135.714286,-53011.666667,414200.0,up,train
corridor_00619,2014-05-22,414200,12,0,0,414200,-414200,106000.0,90878.571429,82921.666667,-106000.0,-67921.428571,-66801.666667,70500.0,down,train
corridor_00620,2014-05-23,70500,4,0,0,70500,-70500,414200.0,98507.142857,83440.0,-414200.0,-80435.714286,-70983.333333,1000.0,down,train
corridor_00621,2014-05-30,1000,1,0,0,1000,-1000,70500.0,89614.285714,83186.666667,-70500.0,-89614.285714,-71303.333333,16700.0,up,train
corridor_00622,2014-06-02,0,0,16700,4,16700,16700,1000.0,91292.857143,80816.666667,-1000.0,-86521.428571,-73673.333333,28050.0,up,train
corridor_00623,2014-06-03,0,0,28050,5,28050,28050,16700.0,93835.714286,73741.666667,16700.0,-81050.0,-64728.333333,1100.0,down,train
corridor_00624,2014-06-04,0,0,1100,1,1100,1100,28050.0,91078.571429,72488.333333,28050.0,-77978.571429,-63401.666667,4600.0,up,train
corridor_00625,2014-06-05,0,0,4600,2,4600,4600,1100.0,76592.857143,72241.666667,1100.0,-62178.571429,-62848.333333,12300.0,up,train
corridor_00626,2014-06-06,12300,3,0,0,12300,-12300,4600.0,19178.571429,71383.333333,4600.0,-4764.285714,-61990.0,10100.0,down,train
corridor_00627,2014-06-17,0,0,10100,1,10100,10100,12300.0,10550.0,71625.0,-12300.0,6750.0,-61558.333333,3200.0,down,train
corridor_00628,2014-06-18,0,0,3200,1,3200,3200,10100.0,10864.285714,71598.333333,10100.0,7350.0,-61318.333333,77350.0,up,train
corridor_00629,2014-06-19,70850,5,6500,1,77350,-64350,3200.0,19528.571429,74106.666667,3200.0,-4228.571429,-63533.333333,2800.0,down,train
corridor_00630,2014-06-24,0,0,2800,1,2800,2800,77350.0,15921.428571,61515.0,-64350.0,-7835.714286,-50755.0,7400.0,up,train
corridor_00631,2014-06-25,0,0,7400,1,7400,7400,2800.0,16821.428571,53373.333333,2800.0,-6935.714286,-42120.0,39250.0,up,train
corridor_00632,2014-06-26,0,0,39250,8,39250,39250,7400.0,21771.428571,50175.0,7400.0,-1985.714286,-36305.0,17500.0,down,train
corridor_00633,2014-06-30,0,0,17500,4,17500,17500,39250.0,22514.285714,50601.666667,39250.0,2271.428571,-35565.0,8500.0,down,train
corridor_00634,2014-07-03,8500,4,0,0,8500,-8500,17500.0,22285.714286,50438.333333,17500.0,-385.714286,-35401.666667,2000.0,down,train
corridor_00635,2014-07-04,2000,1,0,0,2000,-2000,8500.0,22114.285714,49538.333333,-8500.0,-1128.571429,-34501.666667,18350.0,up,train
corridor_00636,2014-07-10,18350,3,0,0,18350,-18350,2000.0,13685.714286,49183.333333,-2000.0,5442.857143,-34146.666667,134150.0,up,train
corridor_00637,2014-07-17,134150,11,0,0,134150,-134150,18350.0,32450.0,52771.666667,-18350.0,-14121.428571,-37735.0,33000.0,down,train
corridor_00638,2014-07-23,0,0,33000,1,33000,33000,134150.0,36107.142857,53725.0,-134150.0,-10464.285714,-36488.333333,15150.0,down,train
corridor_00639,2014-07-24,0,0,15150,3,15150,15150,33000.0,32664.285714,53201.666667,33000.0,-13907.142857,-34955.0,17400.0,up,train
corridor_00640,2014-07-25,17400,2,0,0,17400,-17400,15150.0,32650.0,53515.0,15150.0,-18892.857143,-35801.666667,10000.0,down,train
corridor_00641,2014-07-28,10000,4,0,0,10000,-10000,17400.0,32864.285714,44341.666667,-17400.0,-19107.142857,-26628.333333,7850.0,down,train
corridor_00642,2014-08-11,7850,2,0,0,7850,-7850,10000.0,33700.0,39146.666667,-10000.0,-19942.857143,-21433.333333,10000.0,up,train
corridor_00643,2014-08-12,10000,5,0,0,10000,-10000,7850.0,32507.142857,38910.0,-7850.0,-18750.0,-22336.666667,85200.0,up,train
corridor_00644,2014-08-13,85200,14,0,0,85200,-85200,10000.0,25514.285714,39641.666667,-10000.0,-11757.142857,-27285.0,17000.0,down,train
corridor_00645,2014-08-15,17000,1,0,0,17000,-17000,85200.0,23228.571429,40043.333333,-85200.0,-18900.0,-27686.666667,17900.0,up,train
corridor_00646,2014-08-26,17900,4,0,0,17900,-17900,17000.0,23621.428571,40298.333333,-17000.0,-23621.428571,-27941.666667,45000.0,up,train
corridor_00647,2014-08-28,0,0,45000,7,45000,45000,17900.0,27564.285714,41118.333333,-17900.0,-14707.142857,-25761.666667,10000.0,down,train
corridor_00648,2014-09-04,10000,1,0,0,10000,-10000,45000.0,27564.285714,37918.333333,45000.0,-14707.142857,-22561.666667,36750.0,up,train
corridor_00649,2014-09-11,36750,4,0,0,36750,-36750,10000.0,31692.857143,25336.666667,-10000.0,-18835.714286,-9980.0,47950.0,up,train
corridor_00650,2014-09-12,47950,6,0,0,47950,-47950,36750.0,37114.285714,24585.0,-36750.0,-24257.142857,-9228.333333,59550.0,up,train
corridor_00651,2014-09-15,59550,7,0,0,59550,-59550,47950.0,33450.0,26536.666667,-47950.0,-20592.857143,-11180.0,90950.0,up,train
corridor_00652,2014-09-16,90950,11,0,0,90950,-90950,59550.0,44014.285714,29011.666667,-59550.0,-31157.142857,-14768.333333,80200.0,down,train
corridor_00653,2014-09-17,80200,12,0,0,80200,-80200,90950.0,52914.285714,30750.0,-90950.0,-40057.142857,-18376.666667,14500.0,down,train
corridor_00654,2014-09-18,14500,3,0,0,14500,-14500,80200.0,48557.142857,31196.666667,-80200.0,-48557.142857,-18896.666667,70300.0,up,train
corridor_00655,2014-09-25,0,0,70300,6,70300,70300,14500.0,57171.428571,33386.666667,-14500.0,-37085.714286,-16706.666667,4050.0,down,train
corridor_00656,2014-09-26,4050,1,0,0,4050,-4050,70300.0,52500.0,33111.666667,70300.0,-32414.285714,-16431.666667,6000.0,up,train
corridor_00657,2014-09-29,6000,1,0,0,6000,-6000,4050.0,46507.142857,32975.0,-4050.0,-26421.428571,-16968.333333,15000.0,up,train
corridor_00658,2014-09-30,15000,1,0,0,15000,-15000,6000.0,40142.857143,33368.333333,-6000.0,-20057.142857,-17575.0,26900.0,up,train
corridor_00659,2014-10-03,26900,6,0,0,26900,-26900,15000.0,30992.857143,31686.666667,-15000.0,-10907.142857,-16326.666667,190650.0,up,train
corridor_00660,2014-10-09,190650,16,0,0,190650,-190650,26900.0,46771.428571,37948.333333,-26900.0,-26685.714286,-22775.0,8000.0,down,train
corridor_00661,2014-10-17,0,0,8000,2,8000,8000,190650.0,45842.857143,37968.333333,-190650.0,-23471.428571,-22755.0,34950.0,up,train
corridor_00662,2014-10-20,0,0,34950,5,34950,34950,8000.0,40792.857143,37825.0,8000.0,-28521.428571,-22898.333333,98950.0,up,train
corridor_00663,2014-10-21,0,0,98950,8,98950,98950,34950.0,54350.0,40540.0,34950.0,-13807.142857,-20183.333333,81300.0,down,train
corridor_00664,2014-10-22,0,0,81300,7,81300,81300,98950.0,65107.142857,42966.666667,98950.0,-1335.714286,-17190.0,91750.0,up,train
corridor_00665,2014-10-23,0,0,91750,8,91750,91750,81300.0,76071.428571,45958.333333,81300.0,13914.285714,-14065.0,27100.0,down,train
corridor_00666,2014-10-31,27100,3,0,0,27100,-27100,91750.0,76100.0,46250.0,91750.0,13885.714286,-14356.666667,72500.0,up,train
corridor_00667,2014-11-06,72500,11,0,0,72500,-72500,27100.0,59221.428571,44195.0,-27100.0,30764.285714,-12301.666667,5250.0,down,train
corridor_00668,2014-11-07,5250,1,0,0,5250,-5250,72500.0,58828.571429,43270.0,-72500.0,28871.428571,-13576.666667,5250.0,flat,train
corridor_00669,2014-11-10,5250,1,0,0,5250,-5250,5250.0,54585.714286,42940.0,-5250.0,23128.571429,-14256.666667,6550.0,up,train
corridor_00670,2014-11-11,6550,2,0,0,6550,-6550,5250.0,41385.714286,42578.333333,-5250.0,8057.142857,-13895.0,78050.0,up,train
corridor_00671,2014-11-13,78050,7,0,0,78050,-78050,6550.0,40921.428571,44846.666667,-6550.0,-14707.142857,-16163.333333,3300.0,down,train
corridor_00672,2014-11-17,3300,2,0,0,3300,-3300,78050.0,28285.714286,44695.0,-78050.0,-28285.714286,-16011.666667,3250.0,down,train
corridor_00673,2014-11-18,3250,1,0,0,3250,-3250,3300.0,24878.571429,44470.0,-3300.0,-24878.571429,-15786.666667,19500.0,up,train
corridor_00674,2014-11-19,19500,4,0,0,19500,-19500,3250.0,17307.142857,42280.0,-3250.0,-17307.142857,-13596.666667,146100.0,up,train
corridor_00675,2014-11-20,146100,16,0,0,146100,-146100,19500.0,37428.571429,46583.333333,-19500.0,-37428.571429,-17900.0,3950.0,down,train
corridor_00676,2014-11-28,3950,1,0,0,3950,-3950,146100.0,37242.857143,46118.333333,-146100.0,-37242.857143,-17435.0,3000.0,down,train
corridor_00677,2014-12-01,3000,1,0,0,3000,-3000,3950.0,36735.714286,44718.333333,-3950.0,-36735.714286,-19035.0,17550.0,up,train
corridor_00678,2014-12-02,17550,4,0,0,17550,-17550,3000.0,28092.857143,44970.0,-3000.0,-28092.857143,-19286.666667,1400.0,down,train
corridor_00679,2014-12-04,0,0,1400,1,1400,1400,17550.0,27821.428571,43791.666667,-17550.0,-27421.428571,-18015.0,7000.0,up,train
corridor_00680,2014-12-12,7000,2,0,0,7000,-7000,1400.0,28357.142857,42426.666667,1400.0,-27957.142857,-16650.0,7000.0,flat,train
corridor_00681,2014-12-15,7000,1,0,0,7000,-7000,7000.0,26571.428571,40675.0,-7000.0,-26171.428571,-14898.333333,4800.0,down,train
corridor_00682,2014-12-17,4800,1,0,0,4800,-4800,7000.0,6385.714286,37803.333333,-7000.0,-5985.714286,-12026.666667,208100.0,up,train
corridor_00683,2014-12-18,208100,14,0,0,208100,-208100,4800.0,35550.0,42066.666667,-4800.0,-35150.0,-16290.0,6000.0,down,train
corridor_00684,2014-12-26,6000,1,0,0,6000,-6000,208100.0,35978.571429,41783.333333,-208100.0,-35578.571429,-16006.666667,4300.0,down,train
corridor_00685,2014-12-29,0,0,4300,2,4300,4300,6000.0,34085.714286,39583.333333,-6000.0,-32457.142857,-18206.666667,48700.0,up,train
corridor_00686,2014-12-30,0,0,48700,3,48700,48700,4300.0,40842.857143,41071.666667,4300.0,-25700.0,-16448.333333,328600.0,up,train
corridor_00687,2014-12-31,328600,23,0,0,328600,-328600,48700.0,86785.714286,51825.0,48700.0,-71642.857143,-27201.666667,10900.0,down,train
corridor_00688,2015-01-05,10900,3,0,0,10900,-10900,328600.0,87342.857143,51688.333333,-328600.0,-72200.0,-27065.0,44550.0,up,train
corridor_00689,2015-01-06,44550,3,0,0,44550,-44550,10900.0,93021.428571,52276.666667,-10900.0,-77878.571429,-27653.333333,41450.0,down,train
corridor_00690,2015-01-07,41450,2,0,0,41450,-41450,44550.0,69214.285714,47303.333333,-44550.0,-54071.428571,-22680.0,120450.0,up,train
corridor_00691,2015-01-08,120450,6,0,0,120450,-120450,41450.0,85564.285714,51051.666667,-41450.0,-70421.428571,-26961.666667,4300.0,down,train
corridor_00692,2015-01-12,4300,1,0,0,4300,-4300,120450.0,85564.285714,50030.0,-120450.0,-71650.0,-28270.0,12000.0,up,train
corridor_00693,2015-01-13,12000,1,0,0,12000,-12000,4300.0,80321.428571,47131.666667,-4300.0,-80321.428571,-31968.333333,7250.0,down,train
corridor_00694,2015-01-15,0,0,7250,2,7250,7250,12000.0,34414.285714,44663.333333,-12000.0,-32342.857143,-34436.666667,41050.0,up,train
corridor_00695,2015-01-23,41050,6,0,0,41050,-41050,7250.0,38721.428571,42973.333333,7250.0,-36650.0,-38863.333333,15750.0,down,train
corridor_00696,2015-01-26,15750,5,0,0,15750,-15750,41050.0,34607.142857,42595.0,-41050.0,-32535.714286,-38485.0,21550.0,up,train
corridor_00697,2015-01-27,21550,3,0,0,21550,-21550,15750.0,31764.285714,40896.666667,-15750.0,-29692.857143,-36786.666667,2600.0,down,train
corridor_00698,2015-01-28,2600,2,0,0,2600,-2600,21550.0,14928.571429,40808.333333,-21550.0,-12857.142857,-36698.333333,47600.0,up,train
corridor_00699,2015-02-06,47600,4,0,0,47600,-47600,2600.0,21114.285714,42220.0,-2600.0,-19042.857143,-38110.0,18500.0,down,train
corridor_00700,2015-02-10,0,0,18500,2,18500,18500,47600.0,22042.857143,42618.333333,-47600.0,-14685.714286,-37275.0,36450.0,up,train
corridor_00701,2015-02-11,0,0,36450,8,36450,36450,18500.0,26214.285714,41231.666667,18500.0,-10514.285714,-33458.333333,150.0,down,train
corridor_00702,2015-02-12,150,1,0,0,150,-150,36450.0,20371.428571,41126.666667,36450.0,-4671.428571,-33353.333333,15000.0,up,train
corridor_00703,2015-02-19,15000,1,0,0,15000,-15000,150.0,20264.285714,41518.333333,-150.0,-4564.285714,-33745.0,10200.0,down,train
corridor_00704,2015-02-23,10200,3,0,0,10200,-10200,15000.0,18642.857143,41208.333333,-15000.0,-2942.857143,-33435.0,9800.0,down,train
corridor_00705,2015-02-26,1500,1,8300,4,9800,6800,10200.0,19671.428571,36665.0,-10200.0,-1600.0,-28338.333333,18500.0,up,train
corridor_00706,2015-03-19,18500,2,0,0,18500,-18500,9800.0,15514.285714,37150.0,6800.0,2557.142857,-28823.333333,18400.0,down,train
corridor_00707,2015-03-26,18400,5,0,0,18400,-18400,18500.0,15500.0,37663.333333,-18500.0,-2714.285714,-29336.666667,105600.0,up,train
corridor_00708,2015-03-31,105600,5,0,0,105600,-105600,18400.0,25378.571429,40598.333333,-18400.0,-23007.142857,-32271.666667,43300.0,down,train
corridor_00709,2015-04-02,43300,2,0,0,43300,-43300,105600.0,31542.857143,41995.0,-105600.0,-29171.428571,-33761.666667,3700.0,down,train
corridor_00710,2015-04-09,0,0,3700,3,3700,3700,43300.0,29928.571429,41885.0,-43300.0,-26500.0,-33405.0,95750.0,up,train
corridor_00711,2015-04-17,95750,2,0,0,95750,-95750,3700.0,42150.0,44843.333333,3700.0,-38721.428571,-36363.333333,83550.0,down,train
corridor_00712,2015-04-22,0,0,83550,9,83550,83550,95750.0,52685.714286,47468.333333,-95750.0,-27757.142857,-33418.333333,600.0,down,train
corridor_00713,2015-04-23,600,1,0,0,600,-600,83550.0,50128.571429,40551.666667,83550.0,-25200.0,-26501.666667,6250.0,up,train
corridor_00714,2015-05-05,6250,2,0,0,6250,-6250,600.0,48392.857143,40560.0,-600.0,-23464.285714,-26510.0,14200.0,up,train
corridor_00715,2015-05-06,14200,1,0,0,14200,-14200,6250.0,35335.714286,40890.0,-6250.0,-10407.142857,-27126.666667,7750.0,down,train
corridor_00716,2015-05-07,7750,4,0,0,7750,-7750,14200.0,30257.142857,39525.0,-14200.0,-5328.571429,-29008.333333,4000.0,down,train
corridor_00717,2015-05-08,4000,1,0,0,4000,-4000,7750.0,30300.0,28705.0,-7750.0,-6428.571429,-18188.333333,11550.0,up,train
corridor_00718,2015-05-21,11550,4,0,0,11550,-11550,4000.0,18271.428571,28726.666667,-4000.0,5600.0,-18210.0,3900.0,down,train
corridor_00719,2015-06-04,0,0,3900,2,3900,3900,11550.0,6892.857143,27371.666667,-11550.0,-5778.571429,-16595.0,32000.0,up,train
corridor_00720,2015-06-16,0,0,32000,1,32000,32000,3900.0,11378.571429,27056.666667,3900.0,-1121.428571,-14146.666667,3000.0,down,train
corridor_00721,2015-06-17,0,0,3000,1,3000,3000,32000.0,10914.285714,23141.666667,32000.0,200.0,-10031.666667,9650.0,up,train
corridor_00722,2015-06-18,9650,4,0,0,9650,-9650,3000.0,10264.285714,23320.0,3000.0,850.0,-10210.0,75850.0,up,train
corridor_00723,2015-06-29,75850,10,0,0,75850,-75850,9650.0,19992.857143,25448.333333,-9650.0,-8878.571429,-12338.333333,33350.0,down,train
corridor_00724,2015-06-30,33350,8,0,0,33350,-33350,75850.0,24185.714286,26318.333333,-75850.0,-13071.428571,-13691.666667,39350.0,up,train
corridor_00725,2015-07-02,39350,3,0,0,39350,-39350,33350.0,28157.142857,26261.666667,-33350.0,-17042.857143,-13635.0,33000.0,down,train
corridor_00726,2015-07-08,33000,3,0,0,33000,-33000,39350.0,32314.285714,26836.666667,-39350.0,-22314.285714,-14210.0,106150.0,up,train
corridor_00727,2015-07-09,106150,10,0,0,106150,-106150,33000.0,42907.142857,29656.666667,-33000.0,-42050.0,-17030.0,1500.0,down,train
corridor_00728,2015-07-14,1500,1,0,0,1500,-1500,106150.0,42692.857143,29620.0,-106150.0,-42692.857143,-16993.333333,16050.0,up,train
corridor_00729,2015-07-15,16050,3,0,0,16050,-16050,1500.0,43607.142857,28568.333333,-1500.0,-43607.142857,-15941.666667,11300.0,down,train
corridor_00730,2015-07-16,11300,1,0,0,11300,-11300,16050.0,34385.714286,28328.333333,-16050.0,-34385.714286,-16935.0,21500.0,up,train
corridor_00731,2015-07-23,21500,1,0,0,21500,-21500,11300.0,32692.857143,27830.0,-11300.0,-32692.857143,-18866.666667,16000.0,down,train
corridor_00732,2015-07-27,16000,1,0,0,16000,-16000,21500.0,29357.142857,28358.333333,-21500.0,-29357.142857,-19395.0,6400.0,down,train
corridor_00733,2015-07-30,0,0,6400,4,6400,6400,16000.0,25557.142857,28071.666667,-16000.0,-23728.571429,-18681.666667,100900.0,up,train
corridor_00734,2015-08-06,100900,11,0,0,100900,-100900,6400.0,24807.142857,31095.0,6400.0,-22978.571429,-21705.0,1000.0,down,train
corridor_00735,2015-08-13,0,0,1000,1,1000,1000,100900.0,24735.714286,30801.666667,-100900.0,-22621.428571,-21898.333333,3900.0,up,train
corridor_00736,2015-08-27,3900,1,0,0,3900,-3900,1000.0,23000.0,30315.0,1000.0,-20885.714286,-21411.666667,32500.0,up,train
corridor_00737,2015-08-31,32500,5,0,0,32500,-32500,3900.0,26028.571429,30785.0,-3900.0,-23914.285714,-21881.666667,17350.0,down,train
corridor_00738,2015-09-10,17350,4,0,0,17350,-17350,32500.0,25435.714286,27843.333333,-32500.0,-23321.428571,-18940.0,150.0,down,train
corridor_00739,2015-09-11,150,1,0,0,150,-150,17350.0,23171.428571,26405.0,-17350.0,-21057.142857,-17501.666667,7000.0,up,train
corridor_00740,2015-09-15,7000,1,0,0,7000,-7000,150.0,23257.142857,26515.0,-150.0,-22971.428571,-17858.333333,38550.0,up,train
corridor_00741,2015-09-21,0,0,38550,3,38550,38550,7000.0,14350.0,24608.333333,-7000.0,-3050.0,-13381.666667,41250.0,up,train
corridor_00742,2015-09-22,0,0,41250,6,41250,41250,38550.0,20100.0,23198.333333,38550.0,2700.0,-14791.666667,2050.0,down,train
corridor_00743,2015-09-23,0,0,2050,2,2050,2050,41250.0,19835.714286,23246.666667,41250.0,3550.0,-14703.333333,515500.0,up,train
corridor_00744,2015-09-30,515500,10,0,0,515500,-515500,2050.0,88835.714286,40221.666667,2050.0,-65450.0,-31678.333333,49000.0,down,train
corridor_00745,2015-10-01,49000,2,0,0,49000,-49000,515500.0,93357.142857,41381.666667,-515500.0,-69971.428571,-32838.333333,23000.0,down,train
corridor_00746,2015-10-02,23000,1,0,0,23000,-23000,49000.0,96621.428571,41890.0,-49000.0,-73235.714286,-33346.666667,29000.0,up,train
corridor_00747,2015-10-05,29000,1,0,0,29000,-29000,23000.0,99764.285714,42723.333333,-23000.0,-76378.571429,-34180.0,38000.0,up,train
corridor_00748,2015-10-06,38000,1,0,0,38000,-38000,29000.0,99685.714286,43605.0,-29000.0,-87314.285714,-35061.666667,29000.0,down,train
corridor_00749,2015-10-07,29000,1,0,0,29000,-29000,38000.0,97935.714286,44441.666667,-38000.0,-97350.0,-36158.333333,20600.0,down,train
corridor_00750,2015-10-08,20600,10,0,0,20600,-20600,29000.0,100585.714286,44061.666667,-29000.0,-100585.714286,-37911.666667,15500.0,down,train
corridor_00751,2015-10-19,15500,1,0,0,15500,-15500,20600.0,29157.142857,44478.333333,-20600.0,-29157.142857,-38528.333333,7700.0,down,train
